ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N043.15.56.546 W078.10.37.188 N043.15.59.981 W078.10.45.030
                          N043.15.59.981 W078.10.45.030 N043.16.03.215 W078.10.53.034
                          N043.16.03.215 W078.10.53.034 N043.16.06.242 W078.11.01.189
                          N043.16.06.242 W078.11.01.189 N043.16.09.062 W078.11.09.483
                          N043.16.09.062 W078.11.09.483 N043.16.11.667 W078.11.17.905
                          N043.16.11.667 W078.11.17.905 N043.16.14.058 W078.11.26.452
                          N043.16.14.058 W078.11.26.452 N043.16.16.231 W078.11.35.105
                          N043.16.16.231 W078.11.35.105 N043.16.18.180 W078.11.43.859
                          N043.16.18.180 W078.11.43.859 N043.16.19.906 W078.11.52.699
                          N043.16.19.906 W078.11.52.699 N043.16.21.406 W078.12.01.618
                          N043.16.21.406 W078.12.01.618 N043.16.22.680 W078.12.10.604
                          N043.16.22.680 W078.12.10.604 N043.16.23.724 W078.12.19.645
                          N043.16.23.724 W078.12.19.645 N043.16.24.537 W078.12.28.731
                          N043.16.24.537 W078.12.28.731 N043.16.25.118 W078.12.37.848
                          N043.16.25.118 W078.12.37.848 N043.16.25.468 W078.12.46.992
                          N043.16.25.468 W078.12.46.992 N043.16.25.583 W078.12.56.145
                          N043.16.25.583 W078.12.56.145 N043.16.25.468 W078.13.05.297
                          N043.16.25.468 W078.13.05.297 N043.16.25.118 W078.13.14.437
                          N043.16.25.118 W078.13.14.437 N043.16.24.537 W078.13.23.557
                          N043.16.24.537 W078.13.23.557 N043.16.23.724 W078.13.32.643
                          N043.16.23.724 W078.13.32.643 N043.16.22.680 W078.13.41.684
                          N043.16.22.680 W078.13.41.684 N043.16.21.406 W078.13.50.668
                          N043.16.21.406 W078.13.50.668 N043.16.19.906 W078.13.59.589
                          N043.16.19.906 W078.13.59.589 N043.16.18.180 W078.14.08.430
                          N043.16.18.180 W078.14.08.430 N043.16.16.231 W078.14.17.183
                          N043.16.16.231 W078.14.17.183 N043.16.14.058 W078.14.25.836
                          N043.16.14.058 W078.14.25.836 N043.16.11.667 W078.14.34.380
                          N043.16.11.667 W078.14.34.380 N043.16.09.062 W078.14.42.805
                          N043.16.09.062 W078.14.42.805 N043.16.06.242 W078.14.51.099
                          N043.16.06.242 W078.14.51.099 N043.16.03.215 W078.14.59.255
                          N043.16.03.215 W078.14.59.255 N043.15.59.981 W078.15.07.258
                          N043.15.59.981 W078.15.07.258 N043.15.56.546 W078.15.15.101
                          N043.15.56.546 W078.15.15.101 N043.15.52.914 W078.15.22.775
                          N043.15.52.914 W078.15.22.775 N043.15.49.087 W078.15.30.270
                          N043.15.49.087 W078.15.30.270 N043.15.45.072 W078.15.37.576
                          N043.15.45.072 W078.15.37.576 N043.15.40.877 W078.15.44.686
                          N043.15.40.877 W078.15.44.686 N043.15.36.501 W078.15.51.590
                          N043.15.36.501 W078.15.51.590 N043.15.31.953 W078.15.58.280
                          N043.15.31.953 W078.15.58.280 N043.15.27.236 W078.16.04.747
                          N043.15.27.236 W078.16.04.747 N043.15.22.360 W078.16.10.982
                          N043.15.22.360 W078.16.10.982 N043.15.17.327 W078.16.16.982
                          N043.15.17.327 W078.16.16.982 N043.15.12.144 W078.16.22.736
                          N043.15.12.144 W078.16.22.736 N043.15.06.817 W078.16.28.239
                          N043.15.06.817 W078.16.28.239 N043.15.01.356 W078.16.33.481
                          N043.15.01.356 W078.16.33.481 N043.14.55.764 W078.16.38.459
                          N043.14.55.764 W078.16.38.459 N043.14.50.049 W078.16.43.165
                          N043.14.50.049 W078.16.43.165 N043.14.44.215 W078.16.47.597
                          N043.14.44.215 W078.16.47.597 N043.14.38.274 W078.16.51.744
                          N043.14.38.274 W078.16.51.744 N043.14.32.230 W078.16.55.604
                          N043.14.32.230 W078.16.55.604 N043.14.26.096 W078.16.59.173
                          N043.14.26.096 W078.16.59.173 N043.14.19.871 W078.17.02.445
                          N043.14.19.871 W078.17.02.445 N043.14.13.567 W078.17.05.416
                          N043.14.13.567 W078.17.05.416 N043.14.07.191 W078.17.08.084
                          N043.14.07.191 W078.17.08.084 N043.14.00.754 W078.17.10.444
                          N043.14.00.754 W078.17.10.444 N043.13.54.256 W078.17.12.492
                          N043.13.54.256 W078.17.12.492 N043.13.47.714 W078.17.14.230
                          N043.13.47.714 W078.17.14.230 N043.13.41.129 W078.17.15.654
                          N043.13.41.129 W078.17.15.654 N043.13.34.514 W078.17.16.762
                          N043.13.34.514 W078.17.16.762 N043.13.27.874 W078.17.17.551
                          N043.13.27.874 W078.17.17.551 N043.13.21.217 W078.17.18.022
                          N043.13.21.217 W078.17.18.022 N043.13.14.555 W078.17.18.173
                          N043.13.14.555 W078.17.18.173 N043.13.07.889 W078.17.18.006
                          N043.13.07.889 W078.17.18.006 N043.13.01.235 W078.17.17.520
                          N043.13.01.235 W078.17.17.520 N043.12.54.596 W078.17.16.715
                          N043.12.54.596 W078.17.16.715 N043.12.47.982 W078.17.15.592
                          N043.12.47.982 W078.17.15.592 N043.12.41.400 W078.17.14.154
                          N043.12.41.400 W078.17.14.154 N043.12.34.858 W078.17.12.401
                          N043.12.34.858 W078.17.12.401 N043.12.28.364 W078.17.10.337
                          N043.12.28.364 W078.17.10.337 N043.12.21.928 W078.17.07.961
                          N043.12.21.928 W078.17.07.961 N043.12.15.556 W078.17.05.280
                          N043.12.15.556 W078.17.05.280 N043.12.09.257 W078.17.02.298
                          N043.12.09.257 W078.17.02.298 N043.12.03.034 W078.16.59.014
                          N043.12.03.034 W078.16.59.014 N043.11.56.901 W078.16.55.436
                          N043.11.56.901 W078.16.55.436 N043.11.50.865 W078.16.51.564
                          N043.11.50.865 W078.16.51.564 N043.11.44.929 W078.16.47.407
                          N043.11.44.929 W078.16.47.407 N043.11.39.102 W078.16.42.969
                          N043.11.39.102 W078.16.42.969 N043.11.33.392 W078.16.38.255
                          N043.11.33.392 W078.16.38.255 N043.11.27.805 W078.16.33.270
                          N043.11.27.805 W078.16.33.270 N043.11.22.348 W078.16.28.022
                          N043.11.22.348 W078.16.28.022 N043.11.17.026 W078.16.22.516
                          N043.11.17.026 W078.16.22.516 N043.11.11.851 W078.16.16.757
                          N043.11.11.851 W078.16.16.757 N043.11.06.823 W078.16.10.757
                          N043.11.06.823 W078.16.10.757 N043.11.01.951 W078.16.04.517
                          N043.11.01.951 W078.16.04.517 N043.10.57.242 W078.15.58.052
                          N043.10.57.242 W078.15.58.052 N043.10.52.699 W078.15.51.363
                          N043.10.52.699 W078.15.51.363 N043.10.48.330 W078.15.44.462
                          N043.10.48.330 W078.15.44.462 N043.10.44.136 W078.15.37.356
                          N043.10.44.136 W078.15.37.356 N043.10.40.130 W078.15.30.053
                          N043.10.40.130 W078.15.30.053 N043.10.36.310 W078.15.22.564
                          N043.10.36.310 W078.15.22.564 N043.10.32.683 W078.15.14.897
                          N043.10.32.683 W078.15.14.897 N043.10.29.252 W078.15.07.060
                          N043.10.29.252 W078.15.07.060 N043.10.26.023 W078.14.59.066
                          N043.10.26.023 W078.14.59.066 N043.10.23.000 W078.14.50.921
                          N043.10.23.000 W078.14.50.921 N043.10.20.184 W078.14.42.635
                          N043.10.20.184 W078.14.42.635 N043.10.17.584 W078.14.34.223
                          N043.10.17.584 W078.14.34.223 N043.10.15.197 W078.14.25.689
                          N043.10.15.197 W078.14.25.689 N043.10.13.028 W078.14.17.048
                          N043.10.13.028 W078.14.17.048 N043.10.11.080 W078.14.08.309
                          N043.10.11.080 W078.14.08.309 N043.10.09.358 W078.13.59.482
                          N043.10.09.358 W078.13.59.482 N043.10.07.858 W078.13.50.577
                          N043.10.07.858 W078.13.50.577 N043.10.06.588 W078.13.41.606
                          N043.10.06.588 W078.13.41.606 N043.10.05.548 W078.13.32.580
                          N043.10.05.548 W078.13.32.580 N043.10.04.734 W078.13.23.510
                          N043.10.04.734 W078.13.23.510 N043.10.04.154 W078.13.14.406
                          N043.10.04.154 W078.13.14.406 N043.10.03.808 W078.13.05.281
                          N043.10.03.808 W078.13.05.281 N043.10.03.694 W078.12.58.069
                          N043.10.03.694 W078.12.58.069 N043.08.09.025 W078.14.10.339
                          N043.08.09.025 W078.14.10.339 N043.07.58.480 W078.19.30.165
                          N043.33.18.837 W078.54.03.076 N043.37.56.822 W078.41.05.430
                          N043.37.56.822 W078.41.05.430 N043.38.14.351 W076.47.43.954
                          N043.38.14.351 W076.47.43.954 N043.48.05.446 W076.39.53.269
                          N041.06.48.929 W077.06.04.660 N041.12.41.009 W077.07.40.525
                          N042.39.43.721 W080.22.58.385 N042.41.09.205 W080.15.06.908
                          N043.32.15.470 W077.25.38.875 N043.32.19.382 W077.25.40.002
                          N043.32.19.382 W077.25.40.002 N043.32.24.220 W077.25.39.524
                          N043.32.24.220 W077.25.39.524 N043.32.30.638 W077.25.37.629
                          N043.32.30.638 W077.25.37.629 N043.32.35.096 W077.25.35.170
                          N043.32.35.096 W077.25.35.170 N043.32.38.523 W077.25.30.545
                          N043.32.38.523 W077.25.30.545 N043.32.40.922 W077.25.23.748
                          N043.32.40.922 W077.25.23.748 N043.32.42.972 W077.25.10.301
                          N043.32.42.972 W077.25.10.301 N043.32.43.168 W077.25.00.065
                          N043.32.43.168 W077.25.00.065 N043.32.41.897 W077.24.55.019
                          N043.32.41.897 W077.24.55.019 N043.32.38.288 W077.24.47.429
                          N043.32.38.288 W077.24.47.429 N043.32.35.301 W077.24.44.698
                          N043.32.35.301 W077.24.44.698 N043.32.30.357 W077.24.41.403
                          N043.32.30.357 W077.24.41.403 N043.32.19.923 W077.24.38.400
                          N043.32.19.923 W077.24.38.400 N043.32.15.738 W077.24.39.066
                          N043.32.15.738 W077.24.39.066 N043.32.00.813 W077.24.43.192
                          N043.32.00.813 W077.24.43.192 N043.31.50.046 W077.24.51.319
                          N043.31.50.046 W077.24.51.319 N043.31.35.060 W077.25.04.780
                          N043.31.35.060 W077.25.04.780 N043.31.15.614 W077.25.20.699
                          N043.31.15.614 W077.25.20.699 N043.31.24.219 W077.24.24.240
                          N043.32.22.927 W077.21.33.065 N043.32.42.491 W077.21.38.680
                          N043.32.42.491 W077.21.38.680 N043.32.53.171 W077.21.44.554
                          N043.32.53.171 W077.21.44.554 N043.32.58.115 W077.21.47.845
                          N043.32.58.115 W077.21.47.845 N043.33.01.622 W077.21.51.657
                          N043.33.01.622 W077.21.51.657 N043.33.07.811 W077.22.04.665
                          N043.33.07.811 W077.22.04.665 N043.33.09.439 W077.22.16.362
                          N043.33.09.439 W077.22.16.362 N043.33.08.894 W077.22.19.949
                          N043.33.08.894 W077.22.19.949 N043.33.03.997 W077.22.29.772
                          N043.33.03.997 W077.22.29.772 N043.32.54.672 W077.22.37.387
                          N043.32.54.672 W077.22.37.387 N043.32.50.213 W077.22.39.848
                          N043.32.50.213 W077.22.39.848 N043.32.44.724 W077.22.40.144
                          N043.32.44.724 W077.22.40.144 N043.32.33.229 W077.22.39.649
                          N043.32.33.229 W077.22.39.649 N043.32.13.663 W077.22.34.026
                          N043.32.13.663 W077.22.34.026 N043.32.02.986 W077.22.28.155
                          N043.32.02.986 W077.22.28.155 N043.31.58.041 W077.22.24.862
                          N043.31.58.041 W077.22.24.862 N043.31.54.671 W077.22.20.153
                          N043.31.54.671 W077.22.20.153 N043.31.48.346 W077.22.08.047
                          N043.31.48.346 W077.22.08.047 N043.31.46.718 W077.21.56.353
                          N043.31.46.718 W077.21.56.353 N043.31.47.264 W077.21.52.768
                          N043.31.47.264 W077.21.52.768 N043.31.52.156 W077.21.42.948
                          N043.31.52.156 W077.21.42.948 N043.32.01.618 W077.21.34.437
                          N043.32.01.618 W077.21.34.437 N043.32.05.940 W077.21.32.869
                          N043.32.05.940 W077.21.32.869 N043.32.11.429 W077.21.32.574
                          N043.32.11.429 W077.21.32.574 N043.32.22.927 W077.21.33.065
                          N043.05.58.202 W078.11.09.857 N043.06.02.106 W078.11.11.022
                          N043.06.02.106 W078.11.11.022 N043.06.06.948 W078.11.10.609
                          N043.06.06.948 W078.11.10.609 N043.06.13.378 W078.11.08.806
                          N043.06.13.378 W078.11.08.806 N043.06.17.853 W078.11.06.421
                          N043.06.17.853 W078.11.06.421 N043.06.21.311 W078.11.01.869
                          N043.06.21.311 W078.11.01.869 N043.06.23.753 W078.10.55.150
                          N043.06.23.753 W078.10.55.150 N043.06.25.892 W078.10.41.826
                          N043.06.25.892 W078.10.41.826 N043.06.26.157 W078.10.31.666
                          N043.06.26.157 W078.10.31.666 N043.06.24.916 W078.10.26.639
                          N043.06.24.916 W078.10.26.639 N043.06.21.358 W078.10.19.060
                          N043.06.21.358 W078.10.19.060 N043.06.18.387 W078.10.16.311
                          N043.06.18.387 W078.10.16.311 N043.06.13.464 W078.10.12.979
                          N043.06.13.464 W078.10.12.979 N043.06.03.052 W078.10.09.868
                          N043.06.03.052 W078.10.09.868 N043.05.58.859 W078.10.10.479
                          N043.05.58.859 W078.10.10.479 N043.05.43.907 W078.10.14.391
                          N043.05.43.907 W078.10.14.391 N043.05.33.086 W078.10.22.327
                          N043.05.33.086 W078.10.22.327 N043.05.18.011 W078.10.35.507
                          N043.05.18.011 W078.10.35.507 N043.04.58.461 W078.10.51.073
                          N043.04.58.461 W078.10.51.073 N043.05.07.437 W078.09.55.124
                          N043.06.29.566 W078.08.11.182 N043.06.34.918 W078.08.11.846
                          N043.06.34.918 W078.08.11.846 N043.06.38.457 W078.08.11.039
                          N043.06.38.457 W078.08.11.039 N043.06.45.310 W078.08.06.567
                          N043.06.45.310 W078.08.06.567 N043.06.48.767 W078.08.02.010
                          N043.06.48.767 W078.08.02.010 N043.06.52.226 W078.07.57.456
                          N043.06.52.226 W078.07.57.456 N043.06.54.806 W078.07.49.846
                          N043.06.54.806 W078.07.49.846 N043.06.55.518 W078.07.45.404
                          N043.06.55.518 W078.07.45.404 N043.06.55.778 W078.07.35.241
                          N043.06.55.778 W078.07.35.241 N043.06.52.500 W078.07.25.886
                          N043.06.52.500 W078.07.25.886 N043.06.48.797 W078.07.19.194
                          N043.06.48.797 W078.07.19.194 N043.06.45.033 W078.07.17.143
                          N043.06.45.033 W078.07.17.143 N043.06.32.012 W078.07.13.265
                          N043.06.32.012 W078.07.13.265 N043.06.27.538 W078.07.15.656
                          N043.06.27.538 W078.07.15.656 N043.06.21.984 W078.07.20.519
                          N043.06.21.984 W078.07.20.519 N043.06.15.497 W078.07.26.963
                          N043.06.15.497 W078.07.26.963 N043.06.14.504 W078.07.33.182
                          N043.06.15.497 W078.07.26.963 N043.06.12.646 W078.07.14.945
                          N043.06.12.646 W078.07.14.945 N043.06.10.612 W078.07.10.615
                          N043.06.10.612 W078.07.10.615 N043.06.06.765 W078.07.04.814
                          N043.06.06.765 W078.07.04.814 N043.06.04.953 W078.07.03.346
                          N043.06.04.953 W078.07.03.346 N043.05.59.237 W078.07.00.712
                          N043.05.59.237 W078.07.00.712 N043.05.57.282 W078.07.00.131
                          N043.05.57.282 W078.07.00.131 N043.05.51.933 W078.06.59.468
                          N043.05.51.933 W078.06.59.468 N043.05.47.743 W078.07.00.082
                          N043.05.47.743 W078.07.00.082 N043.05.42.475 W078.07.03.168
                          N043.05.42.475 W078.07.03.168 N043.05.38.367 W078.07.07.529
                          N043.05.38.367 W078.07.07.529 N043.05.33.039 W078.07.15.248
                          N043.05.33.039 W078.07.15.248 N043.05.29.773 W078.07.35.680
                          N043.05.29.773 W078.07.35.680 N043.05.30.729 W078.07.42.479
                          N043.05.30.729 W078.07.42.479 N043.05.34.376 W078.07.53.802
                          N043.05.34.376 W078.07.53.802 N043.05.35.392 W078.07.55.966
                          N043.05.35.392 W078.07.55.966 N043.05.41.477 W078.08.00.570
                          N043.05.41.477 W078.08.00.570 N043.05.44.081 W078.08.01.346
                          N043.02.09.277 W078.20.35.762 N043.02.13.180 W078.20.36.938
                          N043.02.13.180 W078.20.36.938 N043.02.18.023 W078.20.36.535
                          N043.02.18.023 W078.20.36.535 N043.02.24.454 W078.20.34.753
                          N043.02.24.454 W078.20.34.753 N043.02.28.933 W078.20.32.380
                          N043.02.28.933 W078.20.32.380 N043.02.32.398 W078.20.27.841
                          N043.02.32.398 W078.20.27.841 N043.02.34.849 W078.20.21.139
                          N043.02.34.849 W078.20.21.139 N043.02.37.006 W078.20.07.832
                          N043.02.37.006 W078.20.07.832 N043.02.37.286 W078.19.57.681
                          N043.02.37.286 W078.19.57.681 N043.02.36.051 W078.19.52.658
                          N043.02.36.051 W078.19.52.658 N043.02.32.501 W078.19.45.078
                          N043.02.32.501 W078.19.45.078 N043.02.29.537 W078.19.42.323
                          N043.02.29.537 W078.19.42.323 N043.02.24.619 W078.19.38.981
                          N043.02.24.619 W078.19.38.981 N043.02.14.208 W078.19.35.848
                          N043.02.14.208 W078.19.35.848 N043.02.10.017 W078.19.36.447
                          N043.02.10.017 W078.19.36.447 N043.01.55.059 W078.19.40.317
                          N043.01.55.059 W078.19.40.317 N043.01.44.225 W078.19.48.219
                          N043.01.44.225 W078.19.48.219 N043.01.29.133 W078.20.01.347
                          N043.01.29.133 W078.20.01.347 N043.01.09.558 W078.20.16.845
                          N043.01.09.558 W078.20.16.845 N043.01.18.614 W078.19.20.979
                          N043.02.05.304 W078.16.26.204 N043.01.55.268 W078.17.28.299
                          N043.01.55.268 W078.17.28.299 N043.03.08.152 W078.16.55.303
                          N043.03.08.152 W078.16.55.303 N043.01.47.455 W078.16.31.079
                          N042.47.36.264 W077.53.08.344 N042.47.40.172 W077.53.09.489
                          N042.47.40.172 W077.53.09.489 N042.47.45.014 W077.53.09.053
                          N042.47.45.014 W077.53.09.053 N042.47.51.437 W077.53.07.229
                          N042.47.51.437 W077.53.07.229 N042.47.55.907 W077.53.04.832
                          N042.47.55.907 W077.53.04.832 N042.47.59.354 W077.53.00.286
                          N042.47.59.354 W077.53.00.286 N042.48.01.779 W077.52.53.591
                          N042.48.01.779 W077.52.53.591 N042.48.03.882 W077.52.40.321
                          N042.48.03.882 W077.52.40.321 N042.48.04.120 W077.52.30.209
                          N042.48.04.120 W077.52.30.209 N042.48.02.867 W077.52.25.212
                          N042.48.02.867 W077.52.25.212 N042.47.59.287 W077.52.17.689
                          N042.47.59.287 W077.52.17.689 N042.47.56.312 W077.52.14.966
                          N042.47.56.312 W077.52.14.966 N042.47.51.380 W077.52.11.676
                          N042.47.51.380 W077.52.11.676 N042.47.40.956 W077.52.08.632
                          N042.47.40.956 W077.52.08.632 N042.47.36.767 W077.52.09.259
                          N042.47.36.767 W077.52.09.259 N042.47.21.824 W077.52.13.223
                          N042.47.21.824 W077.52.13.223 N042.47.11.023 W077.52.21.175
                          N042.47.11.023 W077.52.21.175 N042.46.55.979 W077.52.34.363
                          N042.46.55.979 W077.52.34.363 N042.46.36.471 W077.52.49.945
                          N042.46.36.471 W077.52.49.945 N042.46.45.299 W077.51.54.231
                          N042.48.35.378 W077.49.21.241 N042.48.28.947 W077.50.01.945
                          N042.48.28.947 W077.50.01.945 N042.47.52.084 W077.50.02.308
                          N042.47.52.084 W077.50.02.308 N042.47.55.950 W077.49.55.104
                          N042.47.55.950 W077.49.55.104 N042.48.00.327 W077.49.48.976
                          N042.48.00.327 W077.49.48.976 N042.48.02.842 W077.49.33.050
                          N042.48.02.842 W077.49.33.050 N042.48.02.799 W077.49.24.706
                          N042.48.02.799 W077.49.24.706 N042.48.00.148 W077.49.15.604
                          N042.48.00.148 W077.49.15.604 N042.47.52.421 W077.49.04.101
                          N042.47.52.421 W077.49.04.101 N042.47.44.882 W077.49.00.054
                          N042.47.44.882 W077.49.00.054 N042.47.35.109 W077.48.57.208
                          N042.47.35.109 W077.48.57.208 N042.47.27.105 W077.49.00.430
                          N042.47.27.105 W077.49.00.430 N042.47.18.960 W077.49.04.535
                          N042.47.18.960 W077.49.04.535 N042.47.16.586 W077.49.06.620
                          N042.47.16.586 W077.49.06.620 N042.47.12.490 W077.49.10.979
                          N042.47.12.490 W077.49.10.979 N042.47.09.788 W077.49.19.446
                          N042.47.09.788 W077.49.19.446 N042.47.08.250 W077.49.29.174
                          N042.47.08.250 W077.49.29.174 N042.47.08.436 W077.49.36.632
                          N042.47.08.436 W077.49.36.632 N042.47.09.643 W077.49.46.235
                          N042.47.09.643 W077.49.46.235 N042.47.13.598 W077.49.55.716
                          N042.47.13.598 W077.49.55.716 N042.47.15.413 W077.49.57.171
                          N042.52.51.183 W078.05.05.810 N042.52.56.533 W078.05.06.469
                          N042.52.56.533 W078.05.06.469 N042.53.00.073 W078.05.05.661
                          N042.53.00.073 W078.05.05.661 N042.53.06.923 W078.05.01.200
                          N042.53.06.923 W078.05.01.200 N042.53.10.380 W078.04.56.659
                          N042.53.10.380 W078.04.56.659 N042.53.13.836 W078.04.52.117
                          N042.53.13.836 W078.04.52.117 N042.53.16.414 W078.04.44.534
                          N042.53.16.414 W078.04.44.534 N042.53.17.122 W078.04.40.105
                          N042.53.17.122 W078.04.40.105 N042.53.17.378 W078.04.29.981
                          N042.53.17.378 W078.04.29.981 N042.53.14.096 W078.04.20.661
                          N042.53.14.096 W078.04.20.661 N042.53.10.388 W078.04.14.000
                          N042.53.10.388 W078.04.14.000 N042.53.06.624 W078.04.11.959
                          N042.53.06.624 W078.04.11.959 N042.52.53.600 W078.04.08.105
                          N042.52.53.600 W078.04.08.105 N042.52.49.128 W078.04.10.490
                          N042.52.49.128 W078.04.10.490 N042.52.43.576 W078.04.15.340
                          N042.52.43.576 W078.04.15.340 N042.52.37.094 W078.04.21.766
                          N042.52.37.094 W078.04.21.766 N042.52.36.101 W078.04.27.964
                          N042.52.37.094 W078.04.21.766 N042.52.34.237 W078.04.09.795
                          N042.52.34.237 W078.04.09.795 N042.52.32.197 W078.04.05.483
                          N042.52.32.197 W078.04.05.483 N042.52.28.348 W078.03.59.708
                          N042.52.28.348 W078.03.59.708 N042.52.26.537 W078.03.58.245
                          N042.52.26.537 W078.03.58.245 N042.52.20.817 W078.03.55.627
                          N042.52.20.817 W078.03.55.627 N042.52.18.865 W078.03.55.049
                          N042.52.18.865 W078.03.55.049 N042.52.13.515 W078.03.54.394
                          N042.52.13.515 W078.03.54.394 N042.52.09.325 W078.03.55.008
                          N042.52.09.325 W078.03.55.008 N042.52.04.059 W078.03.58.086
                          N042.52.04.059 W078.03.58.086 N042.51.59.953 W078.04.02.434
                          N042.51.59.953 W078.04.02.434 N042.51.54.627 W078.04.10.130
                          N042.51.54.627 W078.04.10.130 N042.51.51.370 W078.04.30.489
                          N042.51.51.370 W078.04.30.489 N042.51.52.330 W078.04.37.262
                          N042.51.52.330 W078.04.37.262 N042.51.55.981 W078.04.48.540
                          N042.51.55.981 W078.04.48.540 N042.51.57.000 W078.04.50.696
                          N042.51.57.000 W078.04.50.696 N042.52.03.083 W078.04.55.279
                          N042.52.03.083 W078.04.55.279 N042.52.05.690 W078.04.56.050
                          N042.52.57.435 W078.01.01.933 N042.53.16.972 W078.01.07.697
                          N042.53.16.972 W078.01.07.697 N042.53.27.616 W078.01.13.621
                          N042.53.27.616 W078.01.13.621 N042.53.32.546 W078.01.16.929
                          N042.53.32.546 W078.01.16.929 N042.53.36.029 W078.01.20.739
                          N042.53.36.029 W078.01.20.739 N042.53.42.145 W078.01.33.674
                          N042.53.42.145 W078.01.33.674 N042.53.43.705 W078.01.45.264
                          N042.53.43.705 W078.01.45.264 N042.53.43.142 W078.01.48.805
                          N042.53.43.142 W078.01.48.805 N042.53.38.189 W078.01.58.473
                          N042.53.38.189 W078.01.58.473 N042.53.28.817 W078.02.05.907
                          N042.53.28.817 W078.02.05.907 N042.53.24.346 W078.02.08.295
                          N042.53.24.346 W078.02.08.295 N042.53.18.853 W078.02.08.528
                          N042.53.18.853 W078.02.08.528 N042.53.07.358 W078.02.07.914
                          N042.53.07.358 W078.02.07.914 N042.52.47.824 W078.02.02.145
                          N042.52.47.824 W078.02.02.145 N042.52.37.178 W078.01.56.221
                          N042.52.37.178 W078.01.56.221 N042.52.32.251 W078.01.52.912
                          N042.52.32.251 W078.01.52.912 N042.52.28.910 W078.01.48.217
                          N042.52.28.910 W078.01.48.217 N042.52.22.650 W078.01.36.173
                          N042.52.22.650 W078.01.36.173 N042.52.21.090 W078.01.24.586
                          N042.52.21.090 W078.01.24.586 N042.52.21.656 W078.01.21.045
                          N042.52.21.656 W078.01.21.045 N042.52.26.608 W078.01.11.382
                          N042.52.26.608 W078.01.11.382 N042.52.36.118 W078.01.03.062
                          N042.52.36.118 W078.01.03.062 N042.52.40.448 W078.01.01.557
                          N042.52.40.448 W078.01.01.557 N042.52.45.941 W078.01.01.324
                          N042.52.45.941 W078.01.01.324 N042.52.57.435 W078.01.01.933
                          N042.56.20.333 W076.58.25.441 N042.56.24.250 W076.58.26.528
                          N042.56.24.250 W076.58.26.528 N042.56.29.088 W076.58.26.021
                          N042.56.29.088 W076.58.26.021 N042.56.35.497 W076.58.24.098
                          N042.56.35.497 W076.58.24.098 N042.56.39.947 W076.58.21.629
                          N042.56.39.947 W076.58.21.629 N042.56.43.357 W076.58.17.022
                          N042.56.43.357 W076.58.17.022 N042.56.45.726 W076.58.10.275
                          N042.56.45.726 W076.58.10.275 N042.56.47.725 W076.57.56.942
                          N042.56.47.725 W076.57.56.942 N042.56.47.883 W076.57.46.804
                          N042.56.47.883 W076.57.46.804 N042.56.46.591 W076.57.41.817
                          N042.56.46.591 W076.57.41.817 N042.56.42.952 W076.57.34.328
                          N042.56.42.952 W076.57.34.328 N042.56.39.951 W076.57.31.645
                          N042.56.39.951 W076.57.31.645 N042.56.34.995 W076.57.28.418
                          N042.56.34.995 W076.57.28.418 N042.56.24.548 W076.57.25.520
                          N042.56.24.548 W076.57.25.520 N042.56.20.363 W076.57.26.212
                          N042.56.20.363 W076.57.26.212 N042.56.05.455 W076.57.30.406
                          N042.56.05.455 W076.57.30.406 N042.55.54.718 W076.57.38.535
                          N042.55.54.718 W076.57.38.535 N042.55.39.784 W076.57.51.975
                          N042.55.39.784 W076.57.51.975 N042.55.20.397 W076.58.07.881
                          N042.55.20.397 W076.58.07.881 N042.55.28.780 W076.57.11.908
                          N042.56.49.808 W076.55.26.633 N042.56.55.163 W076.55.27.192
                          N042.56.55.163 W076.55.27.192 N042.56.58.696 W076.55.26.319
                          N042.56.58.696 W076.55.26.319 N042.57.05.502 W076.55.21.723
                          N042.57.05.502 W076.55.21.723 N042.57.08.911 W076.55.17.111
                          N042.57.08.911 W076.55.17.111 N042.57.12.317 W076.55.12.501
                          N042.57.12.317 W076.55.12.501 N042.57.14.819 W076.55.04.861
                          N042.57.14.819 W076.55.04.861 N042.57.15.484 W076.55.00.416
                          N042.57.15.484 W076.55.00.416 N042.57.15.637 W076.54.50.277
                          N042.57.15.637 W076.54.50.277 N042.57.12.261 W076.54.41.011
                          N042.57.12.261 W076.54.41.011 N042.57.08.486 W076.54.34.413
                          N042.57.08.486 W076.54.34.413 N042.57.04.700 W076.54.32.440
                          N042.57.04.700 W076.54.32.440 N042.56.51.638 W076.54.28.828
                          N042.56.51.638 W076.54.28.828 N042.56.47.191 W076.54.31.300
                          N042.56.47.191 W076.54.31.300 N042.56.41.690 W076.54.36.258
                          N042.56.41.690 W076.54.36.258 N042.56.35.272 W076.54.42.811
                          N042.56.35.272 W076.54.42.811 N042.56.34.343 W076.54.49.035
                          N042.56.35.272 W076.54.42.811 N042.56.32.293 W076.54.30.882
                          N042.56.32.293 W076.54.30.882 N042.56.30.213 W076.54.26.605
                          N042.56.30.213 W076.54.26.605 N042.56.26.304 W076.54.20.897
                          N042.56.26.304 W076.54.20.897 N042.56.24.476 W076.54.19.466
