PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N039.57.43.140 W080.36.25.427 N039.57.42.977 W080.36.15.904
                          N039.57.42.977 W080.36.15.904 N039.57.42.977 W080.36.15.904
                          N040.20.29.387 W080.45.38.804 N040.20.25.773 W080.45.39.491
                          N040.20.25.773 W080.45.39.491 N040.20.22.474 W080.45.41.537
                          N040.20.22.474 W080.45.41.537 N040.20.19.784 W080.45.44.762
                          N040.20.19.784 W080.45.44.762 N040.20.17.939 W080.45.48.881
                          N040.20.17.939 W080.45.48.881 N040.20.17.108 W080.45.53.529
                          N040.20.17.108 W080.45.53.529 N040.20.17.359 W080.45.58.290
                          N040.20.17.359 W080.45.58.290 N040.20.18.672 W080.46.02.740
                          N040.20.18.672 W080.46.02.740 N040.20.20.935 W080.46.06.490
                          N040.20.20.935 W080.46.06.490 N040.20.23.940 W080.46.09.200
                          N040.20.23.940 W080.46.09.200 N040.20.27.422 W080.46.10.634
                          N040.20.27.422 W080.46.10.634 N040.20.31.075 W080.46.10.661
                          N040.20.31.075 W080.46.10.661 N040.20.34.569 W080.46.09.281
                          N040.20.34.569 W080.46.09.281 N040.20.37.600 W080.46.06.615
                          N040.20.37.600 W080.46.06.615 N040.20.39.893 W080.46.02.900
                          N040.20.39.893 W080.46.02.900 N040.20.41.247 W080.45.58.468
                          N040.20.41.247 W080.45.58.468 N040.20.41.538 W080.45.53.710
                          N040.20.41.538 W080.45.53.710 N040.20.40.748 W080.45.49.050
                          N040.20.40.748 W080.45.49.050 N040.20.38.938 W080.45.44.903
                          N040.20.38.938 W080.45.44.903 N040.20.36.277 W080.45.41.639
                          N040.20.36.277 W080.45.41.639 N040.20.32.996 W080.45.39.544
                          N040.20.32.996 W080.45.39.544 N040.20.29.387 W080.45.38.804
                          N040.20.29.387 W080.45.38.804 N040.20.29.387 W080.45.38.804
                          N040.20.33.427 W080.45.18.113 N040.20.31.184 W080.45.27.231
                          N040.20.31.184 W080.45.27.231 N040.20.27.297 W080.45.35.352
                          N040.20.27.297 W080.45.35.352 N040.20.22.004 W080.45.41.979
                          N040.20.22.004 W080.45.41.979 N040.20.15.629 W080.45.46.706
                          N040.20.15.629 W080.45.46.706 N040.20.08.563 W080.45.49.246
                          N040.20.08.563 W080.45.49.246 N040.20.01.232 W080.45.49.445
                          N040.20.01.232 W080.45.49.445 N040.20.01.232 W080.45.49.445
                          N040.20.01.232 W080.45.49.445 N040.20.08.212 W080.45.52.377
                          N040.20.08.212 W080.45.52.377 N040.20.14.426 W080.45.57.457
                          N040.20.14.426 W080.45.57.457 N040.20.19.495 W080.46.04.374
                          N040.20.19.495 W080.46.04.374 N040.20.23.113 W080.46.12.704
                          N040.20.23.113 W080.46.12.704 N040.20.25.057 W080.46.21.941
                          N040.20.25.057 W080.46.21.941 N040.20.25.206 W080.46.31.518
                          N040.20.57.401 W080.46.00.187 N040.20.50.075 W080.46.00.383
                          N040.20.50.075 W080.46.00.383 N040.20.43.007 W080.46.02.923
                          N040.20.43.007 W080.46.02.923 N040.20.36.632 W080.46.07.653
                          N040.20.36.632 W080.46.07.653 N040.20.31.339 W080.46.14.277
                          N040.20.31.339 W080.46.14.277 N040.20.27.452 W080.46.22.399
                          N040.20.27.452 W080.46.22.399 N040.20.25.206 W080.46.31.518
                          N040.20.57.401 W080.46.00.187 N040.20.50.424 W080.45.57.255
                          N040.20.50.424 W080.45.57.255 N040.20.44.210 W080.45.52.173
                          N040.20.44.210 W080.45.52.173 N040.20.39.141 W080.45.45.256
                          N040.20.39.141 W080.45.45.256 N040.20.35.523 W080.45.36.925
                          N040.20.35.523 W080.45.36.925 N040.20.33.579 W080.45.27.690
                          N040.20.33.579 W080.45.27.690 N040.20.33.427 W080.45.18.113
                          N040.20.33.427 W080.45.18.113 N040.20.33.427 W080.45.18.113
                          N040.51.08.052 W080.10.25.044 N040.51.04.442 W080.10.25.766
                          N040.51.04.442 W080.10.25.766 N040.51.01.156 W080.10.27.856
                          N040.51.01.156 W080.10.27.856 N040.50.58.479 W080.10.31.130
                          N040.50.58.479 W080.10.31.130 N040.50.56.659 W080.10.35.296
                          N040.50.56.659 W080.10.35.296 N040.50.55.850 W080.10.39.986
                          N040.50.55.850 W080.10.39.986 N040.50.56.126 W080.10.44.781
                          N040.50.56.126 W080.10.44.781 N040.50.57.461 W080.10.49.255
                          N040.50.57.461 W080.10.49.255 N040.50.59.741 W080.10.53.013
                          N040.50.59.741 W080.10.53.013 N040.51.02.761 W080.10.55.717
                          N040.51.02.761 W080.10.55.717 N040.51.06.252 W080.10.57.131
                          N040.51.06.252 W080.10.57.131 N040.51.09.901 W080.10.57.126
                          N040.51.09.901 W080.10.57.126 N040.51.13.391 W080.10.55.704
                          N040.51.13.391 W080.10.55.704 N040.51.16.405 W080.10.52.992
                          N040.51.16.405 W080.10.52.992 N040.51.18.680 W080.10.49.229
                          N040.51.18.680 W080.10.49.229 N040.51.20.011 W080.10.44.750
                          N040.51.20.011 W080.10.44.750 N040.51.20.279 W080.10.39.955
                          N040.51.20.279 W080.10.39.955 N040.51.19.464 W080.10.35.267
                          N040.51.19.464 W080.10.35.267 N040.51.17.636 W080.10.31.104
                          N040.51.17.636 W080.10.31.104 N040.51.14.956 W080.10.27.838
                          N040.51.14.956 W080.10.27.838 N040.51.11.665 W080.10.25.755
                          N040.51.11.665 W080.10.25.755 N040.51.08.052 W080.10.25.044
                          N040.51.08.052 W080.10.25.044 N040.51.08.052 W080.10.25.044
                          N040.51.11.986 W080.10.04.158 N040.51.09.790 W080.10.13.366
                          N040.51.09.790 W080.10.13.366 N040.51.05.945 W080.10.21.584
                          N040.51.05.945 W080.10.21.584 N040.51.00.687 W080.10.28.306
                          N040.51.00.687 W080.10.28.306 N040.50.54.337 W080.10.33.127
                          N040.50.54.337 W080.10.33.127 N040.50.47.283 W080.10.35.748
                          N040.50.47.283 W080.10.35.748 N040.50.39.957 W080.10.36.011
                          N040.50.39.957 W080.10.36.011 N040.50.39.957 W080.10.36.011
                          N040.50.39.957 W080.10.36.011 N040.50.46.950 W080.10.38.904
                          N040.50.46.950 W080.10.38.904 N040.50.53.189 W080.10.43.969
                          N040.50.53.189 W080.10.43.969 N040.50.58.292 W080.10.50.893
                          N040.50.58.292 W080.10.50.893 N040.51.01.953 W080.10.59.255
                          N040.51.01.953 W080.10.59.255 N040.51.03.943 W080.11.08.545
                          N040.51.03.943 W080.11.08.545 N040.51.04.142 W080.11.18.193
                          N040.51.36.172 W080.10.46.341 N040.51.28.846 W080.10.46.605
                          N040.51.28.846 W080.10.46.605 N040.51.21.792 W080.10.49.226
                          N040.51.21.792 W080.10.49.226 N040.51.15.442 W080.10.54.047
                          N040.51.15.442 W080.10.54.047 N040.51.10.186 W080.11.00.768
                          N040.51.10.186 W080.11.00.768 N040.51.06.338 W080.11.08.986
                          N040.51.06.338 W080.11.08.986 N040.51.04.142 W080.11.18.193
                          N040.51.36.172 W080.10.46.341 N040.51.29.182 W080.10.43.449
                          N040.51.29.182 W080.10.43.449 N040.51.22.943 W080.10.38.384
                          N040.51.22.943 W080.10.38.384 N040.51.17.837 W080.10.31.459
                          N040.51.17.837 W080.10.31.459 N040.51.14.176 W080.10.23.095
                          N040.51.14.176 W080.10.23.095 N040.51.12.186 W080.10.13.805
                          N040.51.12.186 W080.10.13.805 N040.51.11.986 W080.10.04.158
                          N040.51.11.986 W080.10.04.158 N040.51.11.986 W080.10.04.158
                          N040.59.27.286 W080.13.17.429 N040.59.23.676 W080.13.18.148
                          N040.59.23.676 W080.13.18.148 N040.59.20.386 W080.13.20.241
                          N040.59.20.386 W080.13.20.241 N040.59.17.710 W080.13.23.521
                          N040.59.17.710 W080.13.23.521 N040.59.15.886 W080.13.27.694
                          N040.59.15.886 W080.13.27.694 N040.59.15.076 W080.13.32.394
                          N040.59.15.076 W080.13.32.394 N040.59.15.349 W080.13.37.198
                          N040.59.15.349 W080.13.37.198 N040.59.16.686 W080.13.41.682
                          N040.59.16.686 W080.13.41.682 N040.59.18.963 W080.13.45.450
                          N040.59.18.963 W080.13.45.450 N040.59.21.980 W080.13.48.162
                          N040.59.21.980 W080.13.48.162 N040.59.25.470 W080.13.49.581
                          N040.59.25.470 W080.13.49.581 N040.59.29.122 W080.13.49.579
                          N040.59.29.122 W080.13.49.579 N040.59.32.610 W080.13.48.157
                          N040.59.32.610 W080.13.48.157 N040.59.35.626 W080.13.45.439
                          N040.59.35.626 W080.13.45.439 N040.59.37.902 W080.13.41.671
                          N040.59.37.902 W080.13.41.671 N040.59.39.233 W080.13.37.185
                          N040.59.39.233 W080.13.37.185 N040.59.39.506 W080.13.32.379
                          N040.59.39.506 W080.13.32.379 N040.59.38.692 W080.13.27.681
                          N040.59.38.692 W080.13.27.681 N040.59.36.863 W080.13.23.510
                          N040.59.36.863 W080.13.23.510 N040.59.34.187 W080.13.20.233
                          N040.59.34.187 W080.13.20.233 N040.59.30.896 W080.13.18.145
                          N040.59.30.896 W080.13.18.145 N040.59.27.286 W080.13.17.429
                          N040.59.27.286 W080.13.17.429 N040.59.27.286 W080.13.17.429
                          N040.59.31.225 W080.12.56.503 N040.59.29.025 W080.13.05.728
                          N040.59.29.025 W080.13.05.728 N040.59.25.177 W080.13.13.959
                          N040.59.25.177 W080.13.13.959 N040.59.19.917 W080.13.20.693
                          N040.59.19.917 W080.13.20.693 N040.59.13.567 W080.13.25.519
                          N040.59.13.567 W080.13.25.519 N040.59.06.512 W080.13.28.140
                          N040.59.06.512 W080.13.28.140 N040.58.59.186 W080.13.28.397
                          N040.58.59.186 W080.13.28.397 N040.58.59.186 W080.13.28.397
                          N040.58.59.186 W080.13.28.397 N040.59.06.177 W080.13.31.302
                          N040.59.06.177 W080.13.31.302 N040.59.12.412 W080.13.36.382
                          N040.59.12.412 W080.13.36.382 N040.59.17.514 W080.13.43.325
                          N040.59.17.514 W080.13.43.325 N040.59.21.170 W080.13.51.706
                          N040.59.21.170 W080.13.51.706 N040.59.23.157 W080.14.01.016
                          N040.59.23.157 W080.14.01.016 N040.59.23.352 W080.14.10.685
                          N040.59.55.394 W080.13.38.792 N040.59.48.068 W080.13.39.050
                          N040.59.48.068 W080.13.39.050 N040.59.41.014 W080.13.41.671
                          N040.59.41.014 W080.13.41.671 N040.59.34.664 W080.13.46.497
                          N040.59.34.664 W080.13.46.497 N040.59.29.400 W080.13.53.229
                          N040.59.29.400 W080.13.53.229 N040.59.25.552 W080.14.01.460
                          N040.59.25.552 W080.14.01.460 N040.59.23.352 W080.14.10.685
                          N040.59.55.394 W080.13.38.792 N040.59.48.405 W080.13.35.886
                          N040.59.48.405 W080.13.35.886 N040.59.42.169 W080.13.30.806
                          N040.59.42.169 W080.13.30.806 N040.59.37.067 W080.13.23.863
                          N040.59.37.067 W080.13.23.863 N040.59.33.410 W080.13.15.480
                          N040.59.33.410 W080.13.15.480 N040.59.31.424 W080.13.06.169
                          N040.59.31.424 W080.13.06.169 N040.59.31.225 W080.12.56.503
                          N040.59.31.225 W080.12.56.503 N040.59.31.225 W080.12.56.503
                          N040.44.34.536 W080.08.09.977 N040.44.30.926 W080.08.10.699
                          N040.44.30.926 W080.08.10.699 N040.44.27.639 W080.08.12.789
                          N040.44.27.639 W080.08.12.789 N040.44.24.964 W080.08.16.058
                          N040.44.24.964 W080.08.16.058 N040.44.23.144 W080.08.20.218
                          N040.44.23.144 W080.08.20.218 N040.44.22.337 W080.08.24.901
                          N040.44.22.337 W080.08.24.901 N040.44.22.615 W080.08.29.688
                          N040.44.22.615 W080.08.29.688 N040.44.23.954 W080.08.34.154
                          N040.44.23.954 W080.08.34.154 N040.44.26.234 W080.08.37.904
                          N040.44.26.234 W080.08.37.904 N040.44.29.254 W080.08.40.603
                          N040.44.29.254 W080.08.40.603 N040.44.32.745 W080.08.42.012
                          N040.44.32.745 W080.08.42.012 N040.44.36.394 W080.08.42.006
                          N040.44.36.394 W080.08.42.006 N040.44.39.884 W080.08.40.585
                          N040.44.39.884 W080.08.40.585 N040.44.42.898 W080.08.37.875
                          N040.44.42.898 W080.08.37.875 N040.44.45.170 W080.08.34.118
                          N040.44.45.170 W080.08.34.118 N040.44.46.500 W080.08.29.646
                          N040.44.46.500 W080.08.29.646 N040.44.46.768 W080.08.24.857
                          N040.44.46.768 W080.08.24.857 N040.44.45.950 W080.08.20.177
                          N040.44.45.950 W080.08.20.177 N040.44.44.120 W080.08.16.024
                          N040.44.44.120 W080.08.16.024 N040.44.41.440 W080.08.12.763
                          N040.44.41.440 W080.08.12.763 N040.44.38.146 W080.08.10.686
                          N040.44.38.146 W080.08.10.686 N040.44.34.536 W080.08.09.977
                          N040.44.34.536 W080.08.09.977 N040.44.34.536 W080.08.09.977
                          N040.44.38.461 W080.07.49.122 N040.44.36.267 W080.07.58.318
                          N040.44.36.267 W080.07.58.318 N040.44.32.426 W080.08.06.523
                          N040.44.32.426 W080.08.06.523 N040.44.27.171 W080.08.13.239
                          N040.44.27.171 W080.08.13.239 N040.44.20.821 W080.08.18.055
                          N040.44.20.821 W080.08.18.055 N040.44.13.770 W080.08.20.675
                          N040.44.13.770 W080.08.20.675 N040.44.06.441 W080.08.20.942
                          N040.44.06.441 W080.08.20.942 N040.44.06.441 W080.08.20.942
                          N040.44.06.441 W080.08.20.942 N040.44.13.435 W080.08.23.827
                          N040.44.13.435 W080.08.23.827 N040.44.19.674 W080.08.28.878
                          N040.44.19.674 W080.08.28.878 N040.44.24.784 W080.08.35.790
                          N040.44.24.784 W080.08.35.790 N040.44.28.446 W080.08.44.136
                          N040.44.28.446 W080.08.44.136 N040.44.30.439 W080.08.53.410
                          N040.44.30.439 W080.08.53.410 N040.44.30.641 W080.09.03.042
                          N040.45.02.664 W080.08.31.225 N040.44.55.338 W080.08.31.491
                          N040.44.55.338 W080.08.31.491 N040.44.48.285 W080.08.34.112
                          N040.44.48.285 W080.08.34.112 N040.44.41.935 W080.08.38.928
                          N040.44.41.935 W080.08.38.928 N040.44.36.680 W080.08.45.644
                          N040.44.36.680 W080.08.45.644 N040.44.32.836 W080.08.53.849
                          N040.44.32.836 W080.08.53.849 N040.44.30.641 W080.09.03.042
                          N040.45.02.664 W080.08.31.225 N040.44.55.671 W080.08.28.340
                          N040.44.55.671 W080.08.28.340 N040.44.49.431 W080.08.23.286
                          N040.44.49.431 W080.08.23.286 N040.44.44.322 W080.08.16.375
                          N040.44.44.322 W080.08.16.375 N040.44.40.660 W080.08.08.028
                          N040.44.40.660 W080.08.08.028 N040.44.38.666 W080.07.58.754
                          N040.44.38.666 W080.07.58.754 N040.44.38.461 W080.07.49.122
                          N040.44.38.461 W080.07.49.122 N040.44.38.461 W080.07.49.122
                          N040.37.22.394 W080.05.42.038 N040.37.18.784 W080.05.42.762
                          N040.37.18.784 W080.05.42.762 N040.37.15.498 W080.05.44.850
                          N040.37.15.498 W080.05.44.850 N040.37.12.826 W080.05.48.116
                          N040.37.12.826 W080.05.48.116 N040.37.11.006 W080.05.52.271
                          N040.37.11.006 W080.05.52.271 N040.37.10.200 W080.05.56.944
                          N040.37.10.200 W080.05.56.944 N040.37.10.481 W080.06.01.723
                          N040.37.10.481 W080.06.01.723 N040.37.11.820 W080.06.06.178
                          N040.37.11.820 W080.06.06.178 N040.37.14.103 W080.06.09.920
                          N040.37.14.103 W080.06.09.920 N040.37.17.122 W080.06.12.614
                          N040.37.17.122 W080.06.12.614 N040.37.20.612 W080.06.14.018
                          N040.37.20.612 W080.06.14.018 N040.37.24.265 W080.06.14.010
                          N040.37.24.265 W080.06.14.010 N040.37.27.754 W080.06.12.588
                          N040.37.27.754 W080.06.12.588 N040.37.30.768 W080.06.09.881
                          N040.37.30.768 W080.06.09.881 N040.37.33.039 W080.06.06.129
                          N040.37.33.039 W080.06.06.129 N040.37.34.366 W080.06.01.665
                          N040.37.34.366 W080.06.01.665 N040.37.34.633 W080.05.56.884
                          N040.37.34.633 W080.05.56.884 N040.37.33.812 W080.05.52.214
                          N040.37.33.812 W080.05.52.214 N040.37.31.982 W080.05.48.069
                          N040.37.31.982 W080.05.48.069 N040.37.29.298 W080.05.44.816
                          N040.37.29.298 W080.05.44.816 N040.37.26.008 W080.05.42.744
                          N040.37.26.008 W080.05.42.744 N040.37.22.394 W080.05.42.038
                          N040.37.22.394 W080.05.42.038 N040.37.22.394 W080.05.42.038
                          N040.37.26.315 W080.05.21.220 N040.37.24.124 W080.05.30.399
                          N040.37.24.124 W080.05.30.399 N040.37.20.284 W080.05.38.592
                          N040.37.20.284 W080.05.38.592 N040.37.15.029 W080.05.45.300
                          N040.37.15.029 W080.05.45.300 N040.37.08.683 W080.05.50.110
                          N040.37.08.683 W080.05.50.110 N040.37.01.629 W080.05.52.731
                          N040.37.01.629 W080.05.52.731 N040.36.54.306 W080.05.53.001
                          N040.36.54.306 W080.05.53.001 N040.36.54.306 W080.05.53.001
                          N040.36.54.306 W080.05.53.001 N040.37.01.300 W080.05.55.877
                          N040.37.01.300 W080.05.55.877 N040.37.07.541 W080.06.00.916
                          N040.37.07.541 W080.06.00.916 N040.37.12.651 W080.06.07.812
                          N040.37.12.651 W080.06.07.812 N040.37.16.316 W080.06.16.140
                          N040.37.16.316 W080.06.16.140 N040.37.18.314 W080.06.25.395
                          N040.37.18.314 W080.06.25.395 N040.37.18.519 W080.06.35.012
                          N040.37.50.532 W080.06.03.233 N040.37.43.205 W080.06.03.503
                          N040.37.43.205 W080.06.03.503 N040.37.36.152 W080.06.06.123
                          N040.37.36.152 W080.06.06.123 N040.37.29.806 W080.06.10.934
                          N040.37.29.806 W080.06.10.934 N040.37.24.551 W080.06.17.640
                          N040.37.24.551 W080.06.17.640 N040.37.20.710 W080.06.25.832
                          N040.37.20.710 W080.06.25.832 N040.37.18.519 W080.06.35.012
                          N040.37.50.532 W080.06.03.233 N040.37.43.538 W080.06.00.356
                          N040.37.43.538 W080.06.00.356 N040.37.37.294 W080.05.55.316
                          N040.37.37.294 W080.05.55.316 N040.37.32.184 W080.05.48.420
                          N040.37.32.184 W080.05.48.420 N040.37.28.518 W080.05.40.091
                          N040.37.28.518 W080.05.40.091 N040.37.26.520 W080.05.30.833
                          N040.37.26.520 W080.05.30.833 N040.37.26.315 W080.05.21.220
                          N040.37.26.315 W080.05.21.220 N040.37.26.315 W080.05.21.220
                          N040.45.29.124 W080.06.42.780 N040.45.25.514 W080.06.43.504
                          N040.45.25.514 W080.06.43.504 N040.45.22.228 W080.06.45.597
                          N040.45.22.228 W080.06.45.597 N040.45.19.556 W080.06.48.869
                          N040.45.19.556 W080.06.48.869 N040.45.17.736 W080.06.53.032
                          N040.45.17.736 W080.06.53.032 N040.45.16.929 W080.06.57.714
                          N040.45.16.929 W080.06.57.714 N040.45.17.207 W080.07.02.502
                          N040.45.17.207 W080.07.02.502 N040.45.18.546 W080.07.06.970
                          N040.45.18.546 W080.07.06.970 N040.45.20.829 W080.07.10.717
                          N040.45.20.829 W080.07.10.717 N040.45.23.848 W080.07.13.417
                          N040.45.23.848 W080.07.13.417 N040.45.27.338 W080.07.14.825
                          N040.45.27.338 W080.07.14.825 N040.45.30.991 W080.07.14.817
                          N040.45.30.991 W080.07.14.817 N040.45.34.477 W080.07.13.395
                          N040.45.34.477 W080.07.13.395 N040.45.37.493 W080.07.10.683
                          N040.45.37.493 W080.07.10.683 N040.45.39.765 W080.07.06.923
                          N040.45.39.765 W080.07.06.923 N040.45.41.092 W080.07.02.449
                          N040.45.41.092 W080.07.02.449 N040.45.41.360 W080.06.57.660
                          N040.45.41.360 W080.06.57.660 N040.45.40.542 W080.06.52.979
                          N040.45.40.542 W080.06.52.979 N040.45.38.709 W080.06.48.825
                          N040.45.38.709 W080.06.48.825 N040.45.36.028 W080.06.45.566
                          N040.45.36.028 W080.06.45.566 N040.45.32.737 W080.06.43.489
                          N040.45.32.737 W080.06.43.489 N040.45.29.124 W080.06.42.780
                          N040.45.29.124 W080.06.42.780 N040.45.29.124 W080.06.42.780
                          N040.45.33.048 W080.06.21.922 N040.45.30.854 W080.06.31.120
                          N040.45.30.854 W080.06.31.120 N040.45.27.014 W080.06.39.329
                          N040.45.27.014 W080.06.39.329 N040.45.21.759 W080.06.46.047
                          N040.45.21.759 W080.06.46.047 N040.45.15.413 W080.06.50.865
                          N040.45.15.413 W080.06.50.865 N040.45.08.359 W080.06.53.489
                          N040.45.08.359 W080.06.53.489 N040.45.01.033 W080.06.53.758
                          N040.45.01.033 W080.06.53.758 N040.45.01.033 W080.06.53.758
                          N040.45.01.033 W080.06.53.758 N040.45.08.027 W080.06.56.643
                          N040.45.08.027 W080.06.56.643 N040.45.14.270 W080.07.01.694
                          N040.45.14.270 W080.07.01.694 N040.45.19.377 W080.07.08.603
                          N040.45.19.377 W080.07.08.603 N040.45.23.042 W080.07.16.952
                          N040.45.23.042 W080.07.16.952 N040.45.25.037 W080.07.26.226
                          N040.45.25.037 W080.07.26.226 N040.45.25.241 W080.07.35.861
                          N040.45.57.258 W080.07.04.025 N040.45.49.931 W080.07.04.294
                          N040.45.49.931 W080.07.04.294 N040.45.42.877 W080.07.06.918
                          N040.45.42.877 W080.07.06.918 N040.45.36.531 W080.07.11.736
                          N040.45.36.531 W080.07.11.736 N040.45.31.276 W080.07.18.455
                          N040.45.31.276 W080.07.18.455 N040.45.27.435 W080.07.26.663
                          N040.45.27.435 W080.07.26.663 N040.45.25.241 W080.07.35.861
                          N040.45.57.258 W080.07.04.025 N040.45.50.263 W080.07.01.140
                          N040.45.50.263 W080.07.01.140 N040.45.44.020 W080.06.56.089
                          N040.45.44.020 W080.06.56.089 N040.45.38.913 W080.06.49.177
                          N040.45.38.913 W080.06.49.177 N040.45.35.248 W080.06.40.831
                          N040.45.35.248 W080.06.40.831 N040.45.33.253 W080.06.31.557
                          N040.45.33.253 W080.06.31.557 N040.45.33.048 W080.06.21.922
                          N040.45.33.048 W080.06.21.922 N040.45.33.048 W080.06.21.922
                          N040.46.09.288 W080.19.26.713 N040.46.05.675 W080.19.27.426
                          N040.46.05.675 W080.19.27.426 N040.46.02.385 W080.19.29.508
                          N040.46.02.385 W080.19.29.508 N040.45.59.707 W080.19.32.772
                          N040.45.59.707 W080.19.32.772 N040.45.57.879 W080.19.36.927
                          N040.45.57.879 W080.19.36.927 N040.45.57.061 W080.19.41.610
                          N040.45.57.061 W080.19.41.610 N040.45.57.334 W080.19.46.400
                          N040.45.57.334 W080.19.46.400 N040.45.58.664 W080.19.50.871
                          N040.45.58.664 W080.19.50.871 N040.46.00.940 W080.19.54.629
                          N040.46.00.940 W080.19.54.629 N040.46.03.953 W080.19.57.338
                          N040.46.03.953 W080.19.57.338 N040.46.07.444 W080.19.58.757
                          N040.46.07.444 W080.19.58.757 N040.46.11.095 W080.19.58.760
                          N040.46.11.095 W080.19.58.760 N040.46.14.583 W080.19.57.349
                          N040.46.14.583 W080.19.57.349 N040.46.17.604 W080.19.54.647
                          N040.46.17.604 W080.19.54.647 N040.46.19.883 W080.19.50.894
                          N040.46.19.883 W080.19.50.894 N040.46.21.218 W080.19.46.423
                          N040.46.21.218 W080.19.46.423 N040.46.21.495 W080.19.41.634
                          N040.46.21.495 W080.19.41.634 N040.46.20.685 W080.19.36.951
                          N040.46.20.685 W080.19.36.951 N040.46.18.862 W080.19.32.788
                          N040.46.18.862 W080.19.32.788 N040.46.16.185 W080.19.29.519
                          N040.46.16.185 W080.19.29.519 N040.46.12.898 W080.19.27.431
                          N040.46.12.898 W080.19.27.431 N040.46.09.288 W080.19.26.713
                          N040.46.09.288 W080.19.26.713 N040.46.09.288 W080.19.26.713
                          N040.46.13.248 W080.19.05.863 N040.46.11.037 W080.19.15.055
                          N040.46.11.037 W080.19.15.055 N040.46.07.183 W080.19.23.253
                          N040.46.07.183 W080.19.23.253 N040.46.01.916 W080.19.29.956
                          N040.46.01.916 W080.19.29.956 N040.45.55.560 W080.19.34.756
                          N040.45.55.560 W080.19.34.756 N040.45.48.503 W080.19.37.358
                          N040.45.48.503 W080.19.37.358 N040.45.41.177 W080.19.37.604
                          N040.45.41.177 W080.19.37.604 N040.45.41.177 W080.19.37.604
                          N040.45.41.177 W080.19.37.604 N040.45.48.165 W080.19.40.510
                          N040.45.48.165 W080.19.40.510 N040.45.54.397 W080.19.45.582
                          N040.45.54.397 W080.19.45.582 N040.45.59.494 W080.19.52.509
                          N040.45.59.494 W080.19.52.509 N040.46.03.142 W080.20.00.869
                          N040.46.03.142 W080.20.00.869 N040.46.05.120 W080.20.10.151
                          N040.46.05.120 W080.20.10.151 N040.46.05.304 W080.20.19.788
                          N040.46.37.380 W080.19.48.049 N040.46.30.054 W080.19.48.294
                          N040.46.30.054 W080.19.48.294 N040.46.22.996 W080.19.50.897
                          N040.46.22.996 W080.19.50.897 N040.46.16.640 W080.19.55.697
                          N040.46.16.640 W080.19.55.697 N040.46.11.373 W080.20.02.400
                          N040.46.11.373 W080.20.02.400 N040.46.07.516 W080.20.10.597
                          N040.46.07.516 W080.20.10.597 N040.46.05.304 W080.20.19.788
                          N040.46.37.380 W080.19.48.049 N040.46.30.393 W080.19.45.143
                          N040.46.30.393 W080.19.45.143 N040.46.24.159 W080.19.40.071
                          N040.46.24.159 W080.19.40.071 N040.46.19.062 W080.19.33.143
                          N040.46.19.062 W080.19.33.143 N040.46.15.414 W080.19.24.782
                          N040.46.15.414 W080.19.24.782 N040.46.13.436 W080.19.15.500
                          N040.46.13.436 W080.19.15.500 N040.46.13.248 W080.19.05.863
                          N040.46.13.248 W080.19.05.863 N040.46.13.248 W080.19.05.863
                          N040.46.44.275 W080.30.52.863 N040.46.40.662 W080.30.53.566
                          N040.46.40.662 W080.30.53.566 N040.46.37.367 W080.30.55.638
                          N040.46.37.367 W080.30.55.638 N040.46.34.682 W080.30.58.894
                          N040.46.34.682 W080.30.58.894 N040.46.32.849 W080.31.03.046
                          N040.46.32.849 W080.31.03.046 N040.46.32.026 W080.31.07.726
                          N040.46.32.026 W080.31.07.726 N040.46.32.287 W080.31.12.518
                          N040.46.32.287 W080.31.12.518 N040.46.33.612 W080.31.16.995
                          N040.46.33.612 W080.31.16.995 N040.46.35.880 W080.31.20.758
                          N040.46.35.880 W080.31.20.758 N040.46.38.892 W080.31.23.476
                          N040.46.38.892 W080.31.23.476 N040.46.42.378 W080.31.24.905
                          N040.46.42.378 W080.31.24.905 N040.46.46.028 W080.31.24.920
                          N040.46.46.028 W080.31.24.920 N040.46.49.522 W080.31.23.517
                          N040.46.49.522 W080.31.23.517 N040.46.52.544 W080.31.20.823
                          N040.46.52.544 W080.31.20.823 N040.46.54.829 W080.31.17.076
                          N040.46.54.829 W080.31.17.076 N040.46.56.174 W080.31.12.610
                          N040.46.56.174 W080.31.12.610 N040.46.56.457 W080.31.07.820
                          N040.46.56.457 W080.31.07.820 N040.46.55.655 W080.31.03.132
                          N040.46.55.655 W080.31.03.132 N040.46.53.839 W080.30.58.967
                          N040.46.53.839 W080.30.58.967 N040.46.51.168 W080.30.55.690
                          N040.46.51.168 W080.30.55.690 N040.46.47.882 W080.30.53.592
                          N040.46.47.882 W080.30.53.592 N040.46.44.275 W080.30.52.863
                          N040.46.44.275 W080.30.52.863 N040.46.44.275 W080.30.52.863
                          N040.46.48.269 W080.30.32.021 N040.46.46.045 W080.30.41.208
                          N040.46.46.045 W080.30.41.208 N040.46.42.175 W080.30.49.395
                          N040.46.42.175 W080.30.49.395 N040.46.36.898 W080.30.56.085
                          N040.46.36.898 W080.30.56.085 N040.46.30.534 W080.31.00.867
